image_path,crop,disease,label,severity,for_severity_label
datasets\BellPepper_Healthy\08203033-de6c-41fc-b5d2-ea5d3ac9da4f___JR_HL 5854.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\084a1485-7006-4277-bd4f-5b9e766cfd24___JR_HL 7892.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\08881481-53d5-412c-8d65-13c4edc6e3c1___JR_HL 8166.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\088fa58f-14a5-476b-b0d6-e2a2d8a1dd2a___JR_HL 7643.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\08945f1c-9204-48d6-a5b4-bece52a18909___JR_HL 8056.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\08af8792-fca1-451c-bf59-51cdd9d8b7e6___JR_HL 7740.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\08c9ab27-c1a4-4ccd-a179-ca6e2fa05d78___JR_HL 8769.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0984b7ed-2a64-40fe-b0fa-ff440b0fc8e4___JR_HL 8600.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\09c7fa21-c544-4a90-86ec-c56d3996602d___JR_HL 8578.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0a3f2927-4410-46a3-bfda-5f4769a5aaf8___JR_HL 8275.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0ade14b6-8937-43ea-93eb-98343af6bae7___JR_HL 8026.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0b76f650-27cf-4b62-b3ad-c97d81e0db0c___JR_HL 8554.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0b796b7a-dfc8-47f7-9970-8373263c6408___JR_HL 5948.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0ba474dd-0cfd-4fd2-a58c-8e3d18dbe7c3___JR_HL 8395.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0bb97c36-159d-4ee2-8b06-1fbf3f533af5___JR_HL 8345.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0c002246-262c-46d7-9995-bd1e1b2737d9___JR_HL 7969.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0c102dad-d31f-469b-89d1-6fe7bf93708c___JR_HL 7689.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0c93ef1a-ccc8-4a62-9353-308e7da3ac3e___JR_HL 8245.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0cc984a1-ea7d-4f97-9967-5ca1be71c932___JR_HL 8803.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0d4e35c0-f6d6-4810-9522-14e1d491a05d___JR_HL 8673.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0d4f19fe-9e85-4689-9c99-0b01a58db9f4___JR_HL 8032.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0dd09705-5593-4d01-9a9b-c1d5857daf92___JR_HL 8212.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0de13a24-e542-45a2-be5a-8db7d8d858db___JR_HL 5982.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e043e9a-7652-4e7a-aef1-0caa0c085f55___JR_HL 8479.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e05c3e0-7766-4049-b7a8-563b5c028c33___JR_HL 8828.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e1942a4-91d7-460a-8189-1a4e693cfc84___JR_HL 8896.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e2afa6e-568c-4694-babd-dc15057b53b3___JR_HL 8475.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e526c7b-72ee-4547-916b-5cba013097b6___JR_HL 7735.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e5d9ac1-4de8-491e-ab95-809850866805___JR_HL 8534.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0e69c47d-72c6-4fc6-9437-910c95b183dc___JR_HL 8113.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0eabc3c2-d492-4227-90d8-14dab9fd4a9a___JR_HL 8699.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0eb476b9-8b21-4b24-adef-7db813abbca3___JR_HL 7926.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0eeb924f-88db-44e6-a278-e016fa2d25a4___JR_HL 8016.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0f4823db-878f-4d55-8d0f-ef011243dfda___JR_HL 8436.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0f56ffda-5d57-4a61-8f7f-37f22a02520a___JR_HL 8589.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\0fbb1d8d-63ff-406f-9abe-d555e4fb2de9___JR_HL 5877.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\105552cf-6862-4781-a953-3d11dc7306f5___JR_HL 7949.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\105c1a83-1454-4b75-a174-4fa8443ff97f___JR_HL 8844.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\10614d60-3077-4bdf-9771-53e8be8add9e___JR_HL 8302.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\10724f1f-17fb-4443-9878-26e31d97e2d9___JR_HL 7585.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1091d6d7-6767-4643-897e-3637df768172___JR_HL 8111.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\10976831-4c21-447e-b738-e46a2c84ef70___JR_HL 5813.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\10b46a95-02c6-4a1c-98e5-904b3e3e7e0d___JR_HL 7679.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\10e47847-d257-47a1-afdc-074e22c758d7___JR_HL 5857.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\10e9f67f-8f2f-4bec-a20a-62d032cc3414___JR_HL 7808.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1108e95a-921f-4657-9f12-3491ef06fd7e___JR_HL 8576.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\110e0412-89b7-4ecc-8650-24f34bae2849___JR_HL 8305.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1166c07e-bd1c-44e5-981a-9c951ab8ed63___JR_HL 7738.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\116a8c0e-51fb-4205-ace6-87865b2329d5___JR_HL 8657.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1179e122-90ec-4849-aa86-3b8610bf7961___JR_HL 8581.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\118ec2cf-48d0-4bb9-9487-612ea61471a1___JR_HL 7730.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\11dfe9bb-1cf0-462d-991b-9066bdea7078___JR_HL 7763.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\11f58a03-e692-48ef-9ede-b97e5e732224___JR_HL 7912.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\12020d07-b473-40be-88da-c18062f25667___JR_HL 8541.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\123ac2dc-8b0f-434f-90fd-90877b005769___JR_HL 7718.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\126ffc98-0b54-4c66-a827-8bd4b7153259___JR_HL 7833.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\12e22bb7-46e1-4714-8139-83e3a9bfef07___JR_HL 7813.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\12e9c594-51a9-4be4-b607-1eef80c14dbf___JR_HL 7830.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\133ea7c6-4494-4b6c-915b-ef09b1aacb2e___JR_HL 7712.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\13da19c9-4e58-4315-8607-1bf0e33a0cb7___JR_HL 8104.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\13e593a4-59cf-4271-be0e-e2761634015d___JR_HL 8414.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\14473c6e-c261-43c0-baac-25bb228ce5d9___JR_HL 7811.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\147582b1-0d36-4409-8810-1fd5d4304388___JR_HL 5977.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\14765754-33b2-427b-8583-05d8604384e1___JR_HL 5891.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\14a817b1-7628-4bfd-99a5-495a0581cb6c___JR_HL 8729.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\14a8f40d-e1b2-4d17-8bf1-c16c56f48d4c___JR_HL 8239.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\14d0f6a3-c314-4faa-8d6f-1770b21f4f04___JR_HL 8551.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\14dd8166-d162-4f2a-9376-211814f7d277___JR_HL 8400.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1518ab95-b80e-422f-bf88-d3b3a9fb7095___JR_HL 8009.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\15357dc6-ebde-4ce0-a230-4a1e07b08ecd___JR_HL 8098.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\159d7508-24db-416a-8eb1-22c1cb38edf3___JR_HL 8234.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\15e3f3e1-3925-436c-9fbc-7076986978b1___JR_HL 8140.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\16174ce2-0949-43ee-b6c0-acd016ff2aca___JR_HL 7836.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1617abfd-fc69-49b8-b985-06bfec65e2d1___JR_HL 7837.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1629488b-4d52-423d-bb67-448479fa573b___JR_HL 8607.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1645432a-a297-430d-aace-13e2ba91e36e___JR_HL 8840.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1663be64-8704-420b-8f9e-eb6265029f50___JR_HL 7846.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\16898ed4-107c-40ba-8e1f-2818e06f8426___JR_HL 8702.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\16eef738-7632-4755-b430-2167d75ebe9d___JR_HL 8691.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\173f3720-282c-4c32-a63a-bd239d06a0fe___JR_HL 8664.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\174172a7-b8c3-4afc-aa95-637c08472656___JR_HL 7923.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\179ce71a-c902-4712-9844-d737a9437468___JR_HL 7723.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\17ed106f-ebaf-4049-a325-efb3040e6303___JR_HL 8307.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\18032475-0939-4759-9bbf-0633c6ba572a___JR_HL 7678.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\18570bd8-1b60-4773-b618-ef34fe3f602f___JR_HL 5915.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\18cf27f2-1bd9-46b6-bcc4-98ff09ee37c1___JR_HL 8671.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\18f48dd2-09d3-4feb-ae1e-f2b854444243___JR_HL 5966.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\18f75aea-62fb-4c71-998a-ff62d078ab21___JR_HL 8174.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\19094b2f-e170-4634-967e-31a6cf77c46b___JR_HL 8682.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\190c892d-83a8-42f5-ada3-aaad39d1e7b1___JR_HL 7561.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\193e6efe-152b-41ed-b77f-4b9268342162___JR_HL 8341.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\19f9585d-868d-42e8-9d63-cae9fe345bd4___JR_HL 5839.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1a1a389d-f186-4481-8a5c-b8c6f864ad7f___JR_HL 8649.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1a482d0c-d3a9-4e79-b412-f2288dc5067f___JR_HL 5852.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1a629a1c-1000-48ce-a7d8-2064aa7e24ae___JR_HL 6001.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1a93f310-cd75-4af6-96d3-690180b4542a___JR_HL 5850.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1aa25bab-008c-4114-9832-096d81592dd9___JR_HL 7992.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1aaaa11e-ec45-4d6d-ab7f-1d3ea053d14d___JR_HL 5937.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1b09df7a-eb13-4192-b211-900898ab21b4___JR_HL 8533.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1b2c7e1e-2f0a-4e74-9932-d26118020ffc___JR_HL 8590.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1b4b5b1f-9390-46c5-908a-d53b93059f5d___JR_HL 8379.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1b574484-60cd-4ae4-83ed-511a5ae07ea8___JR_HL 7849.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1b71a13e-9f6d-4321-be6e-8a7410b76f0e___JR_HL 7724.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1ba85df7-f8db-4da9-afe5-25dd506ee87c___JR_HL 7881.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1bb25702-cb7c-4ff1-9f08-41153553fd58___JR_HL 8364.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1bbdce5c-a65c-4ddc-81b7-6f80e6254734___JR_HL 8387.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1bd09026-a26c-46be-b5ec-850a287c6cb5___JR_HL 5972.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1be321d5-d2cc-4945-b2f3-a36c41160838___JR_HL 7596.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1bf8d046-2b1c-44bf-9a00-9f16e0971d2a___JR_HL 8281.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1bfa8779-be94-4f16-9668-08c91f9ce3d6___JR_HL 8358.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1bfbdcd9-68ae-4676-9693-5f02fd310860___JR_HL 8715.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1c043016-2d55-444d-a379-4a2aafc41a32___JR_HL 7909.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1c159479-4972-41d3-a6ff-fbdb648d72c2___JR_HL 7575.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1c2515f2-c0a7-455e-bc5d-649037cb6e3e___JR_HL 7634.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1c41486f-bb0d-4808-b980-9fa4739f2ad3___JR_HL 8459.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1c665f14-938a-4563-8613-031a2cb04453___JR_HL 5815.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1ce2eb3c-b8a7-4839-9728-a380909f9b89___JR_HL 8448.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1ce80571-2358-4616-b04a-14bbdfd2af6b___JR_HL 8340.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1d0430f7-af9b-4e3d-9d4a-47cf676556fe___JR_HL 5938.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1d6e01ff-affd-4867-895d-fb82b6b0dce3___JR_HL 7952.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1d9f7d60-de05-420d-b620-63d0d1670b76___JR_HL 8837.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1dab0ba9-9982-46ec-9ef6-70a1698baf04___JR_HL 8690.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1daf2391-f049-4e01-b229-ffd7c00a1b73___JR_HL 8119.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1dcc5be2-abd6-4fb3-8e75-d75b7a123e45___JR_HL 8763.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1dd1b153-8ded-439f-8c9e-c9970c67e642___JR_HL 8163.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1dd236c3-5ff0-4a03-996f-e832b50dff82___JR_HL 8787.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1df9cbc2-e14f-4cf8-8ce0-fead77aad080___JR_HL 5855.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1e4bbf82-e2dd-48b2-b9fc-024c20bcdc7b___JR_HL 8172.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1e6e9501-4510-4950-abea-36882683aa5c___JR_HL 8435.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1e9de601-8ffb-42cd-b7ab-79b35f87acfc___JR_HL 8732.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1ed45244-4767-4607-a59e-61342e8f4750___JR_HL 8601.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1f12962f-8c78-44dd-a2fc-fac013a76475___JR_HL 8489.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1f66bf0a-3af3-4084-ab73-c1e1b8f3dc46___JR_HL 8824.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1f700218-0a6a-47ad-a7fa-ded709ab4d2a___JR_HL 5930.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\1fdbead6-97f6-4712-8c5e-2a1285e1e777___JR_HL 8681.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\201b2034-913f-42ba-9603-07f5a9319941___JR_HL 7904.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\20239e3e-cf5a-40d0-a813-02989a7a92d5___JR_HL 7729.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\202621f9-fb34-4eef-a869-4f538de3e881___JR_HL 8496.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\206708e1-3916-4b23-890c-eb77d3b23728___JR_HL 8431.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\206df1c4-53c0-4678-9d2a-61f431aa7e73___JR_HL 8168.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\206fc5a6-80c8-4e7f-8673-2a80b4593b76___JR_HL 8170.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\21243b10-533b-4f8d-9ded-2cdff9a223b7___JR_HL 8232.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\2152dee6-2fd6-48a8-9e3a-a4189484dd12___JR_HL 8720.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\21cc03be-6e7d-4f5b-bdf5-8f3d8af01f74___JR_HL 7956.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\21d172cd-9cac-4bad-bdcb-4f72eb265f5a___JR_HL 8422.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\22066048-462c-4d8d-9b42-ef0cd0c632a9___JR_HL 8631.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\222ebf99-5fb4-4393-bd5c-03a05f7fb7a5___JR_HL 8441.JPG,bellpepper,healthy,0,0.0,0
